,MMM,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AMD,AAP,AES,AET,AMG,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN,ALLE,AGN,ADS,LNT,ALL,GOOGL,GOOG,MO,AMZN,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,APC,ADI,ANDV,ANSS,ANTM,AON,AOS,APA
ALLE,0.9413821866260108,0.7523920949256765,0.8454613126474932,0.9488935884008983,0.9510959922412094,0.9562950241958779,0.9419986234735537,0.7755127563286328,-0.16423991324376724,-0.4142217290723438,0.9485992513013768,-0.3858662159778889,0.8990467318242523,0.855190519194942,0.8243886036536189,-0.1582984392069417,0.7655445602070015,0.8310978144282969,0.9434247264857214,-0.5432967003051206,0.8532994232706992,1.0,-0.026994935706480976,-0.3677578410526915,0.9273178836937354,0.8995644921943354,0.9194697092424139,0.9259323776615271,0.8900217991433322,0.9346647561869691,0.9347810745253363,0.40893461914131224,0.9330829415856524,0.014818056436875428,0.7998611863634401,0.9297596778519489,0.9270499492536075,0.5540390424771041,0.30352721701011215,0.6639119451978488,0.8557640873864049,0.9264035112516628,-0.7272859493461165,0.9204184142434024,0.39699255542594253,0.8721372606703021,0.87545036519162,0.9518395058576359,0.9583666527159838,-0.6951979501383123
AGN,0.49921665823532557,0.5512199872917639,0.4329333455042284,0.3463639820889845,0.346475055344672,0.2924290863930629,0.32465685926332405,-0.059971108006638345,0.8270458989762886,-0.10091033255414539,0.48176364159918567,0.2534106695101037,0.22411580299803024,0.20826662128925863,0.6764780101277805,0.7061801136127887,0.6758609180105363,-0.11405449441653272,0.3833897746659439,0.7823140712457309,0.09686016496036924,-0.026994935706480976,1.0,0.7322622396494975,0.3574829436131492,0.3768545727647051,0.368130076372758,-0.431070364035906,0.5014267203489536,0.251241919252004,0.3355255390565166,-0.0311086448107559,0.4240628544458656,0.08823635242980882,0.6376447541971788,0.3225221280383527,0.3383135982113972,0.4653274500340792,0.9102528594449751,0.3775525030466918,0.68281969410828,0.37029391385463956,-0.2832827607658762,0.30957651189002316,-0.8144277838352559,0.14475406362783436,0.5424044274580987,0.43427948531508814,0.35946202332664245,-0.5279517476162258
ADS,0.26581452070952133,0.4620111520835744,0.3099045345704672,0.047105081380477316,0.0666954422930418,0.054182581987036044,0.15758865113715706,-0.08837430926001988,0.556878514134174,0.305186096244906,0.2458259252303819,0.6985849126177437,0.12239514918028986,0.17193622489864946,0.46017814852060546,0.7257362947615555,0.3541947029358831,-0.1302409323179871,0.14635149084767834,0.8223426107477014,0.04225927415572258,-0.3677578410526915,0.7322622396494975,1.0,0.07448018795315223,0.24659469317189997,0.13374455868998886,-0.5146804985144101,0.13986006303377185,0.0040875820297392364,0.08633461258632079,0.1405551780299871,0.11925493355578856,0.5716216945522721,0.4623423985344327,0.1268493054469899,0.01439106926203119,0.603083821286572,0.7038632681434774,0.4718219409443587,0.4003701314764376,0.21236892653954453,0.18119297986940913,0.19217740062214664,0.5286276490616496,0.08348809979282562,0.3781262733370464,0.2532428862084005,0.1145524377352801,-0.08547198496977837
LNT,0.9642097947613265,0.7643483693686366,0.8791034994758007,0.9400861249392474,0.954111380557318,0.941914273300373,0.9466942225154177,0.77703225001022,0.302329586433153,-0.17710686787264251,0.9291477164483115,-0.2356215617204848,0.9173094330246345,0.8899828472649584,0.8611058463736466,0.17656610909991913,0.8103088710305048,0.8211528366177011,0.9590437979410262,-0.05590835332324129,0.8624525881555606,0.9273178836937354,0.3574829436131492,0.07448018795315223,1.0,0.9379390696554392,0.9324257291074661,0.9055104539649808,0.943598051905013,0.9331329678062791,0.9908067185549319,0.17759453615263843,0.9891025166883345,0.20151140452385885,0.7958187810193559,0.9549024261597271,0.988016916200366,0.6737671951663858,0.5008676933302715,0.6866217506134584,0.8726494603582526,0.9487479433839441,-0.7342859588365569,0.9082647423884931,0.48047532867881937,0.8163352562385663,0.8731383434401554,0.9533807129201343,0.9580082093522033,-0.6836045229980022
ALL,0.9802789737159754,0.8885494868630454,0.9412140034510801,0.9045402768552638,0.9171987651816721,0.9209805759546761,0.9643812036058131,0.7851511603903679,0.22145136532040907,-0.10969476685683964,0.9506916699676033,0.021954601656826507,0.916076358659495,0.9438789218621696,0.8697593373265947,0.2672238653086037,0.783369729906574,0.83644706025753,0.9463777042225735,0.044735286433214436,0.9186980710786181,0.8995644921943354,0.3768545727647051,0.24659469317189997,0.9379390696554392,1.0,0.900324984552512,0.8495393336630177,0.8704500000439319,0.8903253578178513,0.9462796944193829,0.3337198020768541,0.9367838799851689,0.43482142539932483,0.814337523780389,0.9589000567990178,0.905828019192969,0.8564713569543562,0.5760414792063049,0.8498824693095867,0.8781146630826394,0.9818252009326176,-0.6161800126869439,0.9519925850420659,0.6362522898236882,0.8991125223595976,0.9537520391663661,0.966638782715461,0.9303518450672992,-0.6455676749802671
GOOGL,0.9267569492636822,0.7651477612727973,0.8598009973984994,0.9455994477217712,0.9544917117019808,0.9687002760792728,0.9657288863596312,0.7731015488309794,0.28817696619805544,-0.24493549309499724,0.9274730621988044,-0.23062012247158045,0.9175980871940533,0.8970228294707047,0.8093229378430604,0.16041785110241394,0.8299563554921798,0.8058251206345809,0.9093351581860047,-0.031504399209508975,0.8830640913636731,0.9194697092424139,0.368130076372758,0.13374455868998886,0.9324257291074661,0.900324984552512,1.0,0.9990377019932738,0.9122619930883726,0.9695966294917888,0.9523507403162691,0.15187302171255723,0.9296651203193655,0.2515508491139813,0.8428560391407871,0.9255250241019217,0.9388753323440222,0.6851896089157539,0.4962867004989253,0.7714896954315721,0.8355010117417067,0.9299520697662436,-0.7557380935785558,0.9076596138211436,0.8124596969962983,0.8592723443224463,0.8676340729242836,0.935467515518095,0.9599867215948265,-0.6855542085520187
GOOG,0.8838744482480437,0.5887007387978795,0.7622511973297861,0.9286040526022921,0.9406488939803107,0.9719523488753925,0.9541872571900286,0.8199173794296265,-0.4283519202243224,-0.38240938169972055,0.8864217044825148,-0.4758728334550603,0.9108325609766362,0.8722332409488407,0.674755532036083,-0.4706864410749645,0.6780893011127238,0.8729116129957365,0.8821207935460392,-0.7577155669833376,0.8933055790424131,0.9259323776615271,-0.431070364035906,-0.5146804985144101,0.9055104539649808,0.8495393336630177,0.9990377019932738,1.0,0.8676167548066055,0.9758231742579099,0.9344311762079942,0.34300225796409733,0.9084071763511093,0.09321721393862352,0.731188744379075,0.9053880036276669,0.9188874935222433,0.4611900449091105,-0.06423153525223847,0.6503476637312221,0.7052189667376151,0.8924753271165256,-0.7461066258182634,0.8689982620573546,0.8214003522091509,0.8902112086954501,0.7789114228690946,0.8954725017152987,0.9425569830526238,-0.5662796330075477
MO,0.915521305332392,0.716122777618277,0.7988834630878379,0.9207674274106579,0.9338371227066933,0.8963909395140165,0.8855498189323618,0.6938863216215874,0.49946325250693163,-0.31768975693135487,0.9113540263883411,-0.30524721640791436,0.8204289331373436,0.7702467516156277,0.8601337316826417,0.300228189810325,0.9223046909493262,0.6710904705290801,0.9350596103260563,0.01544086525656113,0.7298873133519307,0.8900217991433322,0.5014267203489536,0.13986006303377185,0.943598051905013,0.8704500000439319,0.9122619930883726,0.8676167548066055,1.0,0.9117465368727105,0.9348299515423981,0.1427912443471215,0.9472268325856128,0.051732373057484925,0.8515162851688937,0.8780610798204009,0.9545626049160745,0.5990627240510041,0.6313113197246397,0.6003409840534752,0.8923126492536468,0.8860553789545056,-0.7670331793962815,0.8676590024083067,0.6175093436453974,0.7287628324100787,0.8613313486225634,0.8947118729493841,0.9394253647145613,-0.7645059628827617
AMZN,0.9057022606778752,0.7239006970943089,0.8366680900301119,0.9703785886112491,0.9700704287056469,0.9779547465996071,0.9597551901329104,0.8130757716048691,0.2020626328108233,-0.30191063939366325,0.9220968828700199,-0.3072228329434034,0.930857042116873,0.8895587225256888,0.7544583571714194,0.0878972789139883,0.7879004424147878,0.8499177152582238,0.9284585992660163,-0.1899488918954435,0.8972128843917738,0.9346647561869691,0.251241919252004,0.0040875820297392364,0.9331329678062791,0.8903253578178513,0.9695966294917888,0.9758231742579099,0.9117465368727105,1.0,0.9481761436886429,0.1791152103097565,0.9171017921481135,0.1610491536942587,0.7940964947080946,0.9234159895715474,0.9506604930116487,0.6204666687317428,0.4280484726422292,0.7089538156616683,0.7987187830291212,0.9209031094348665,-0.7866228853214625,0.9206141577724084,0.6901150479814271,0.8880867099276003,0.8430947430512694,0.9168054676664777,0.9777875704296289,-0.7021418951564418
AEE,0.9656002758220495,0.7719781419059697,0.8848991121230808,0.947918168449553,0.962030856939861,0.9575363422359001,0.966160474576555,0.8040317004298045,0.2773793018992104,-0.20785687598466676,0.9357492668594923,-0.23126053270319294,0.9264473954057847,0.9095665453177512,0.8450352906879494,0.16822985117714853,0.8165646840947441,0.8437033128713918,0.956570726726335,-0.06232576367632514,0.8908777017532351,0.9347810745253363,0.3355255390565166,0.08633461258632079,0.9908067185549319,0.9462796944193829,0.9523507403162691,0.9344311762079942,0.9348299515423981,0.9481761436886429,1.0,0.19863602696670413,0.9830167271686978,0.24809010750400995,0.800847096414344,0.9590578116967944,0.981289462961292,0.6989009969712657,0.4808342824989917,0.7306462613837496,0.8620888571485997,0.9578792261172082,-0.7418398499418506,0.9279731517091636,0.4063449749748903,0.8476337526005894,0.8826724423047453,0.9568546224251039,0.9630078274069426,-0.6943158963843485
AAL,0.20371307292945295,0.30655494625589536,0.25191399197263953,0.20104921697350642,0.18052193686283724,0.2040781843501798,0.2424959506837395,0.3001042753387791,-0.17516646617711135,-0.0212858347115917,0.24293789192387638,0.20066303975666272,0.24447940549090233,0.25861271473298775,0.1729067596213631,0.08816684755234501,0.1913299061503549,0.2829481911903401,0.2468066185345301,-0.09414964025520135,0.3053844532992896,0.40893461914131224,-0.0311086448107559,0.1405551780299871,0.17759453615263843,0.3337198020768541,0.15187302171255723,0.34300225796409733,0.1427912443471215,0.1791152103097565,0.19863602696670413,1.0,0.15890485693505269,0.307753268835545,0.21666186934558382,0.21594291790898598,0.12882367384991011,0.3593664611756212,0.17798342857463284,0.31443661644313636,0.1922757594161065,0.2769313879901632,-0.007728510686490147,0.32859369891060614,0.5106228861010761,0.3799309529348918,0.3088015003850242,0.23652204055856593,0.22650257258985318,-0.11633323981778093
AEP,0.9602716254166561,0.7987998347557287,0.8916002011815303,0.938710833031881,0.9525253914568651,0.9359328510318461,0.9440272518084744,0.7156690196042741,0.34998093110136,-0.22199974522790225,0.9393567477088365,-0.2138329239858633,0.8836734765004791,0.8697618017576607,0.8773915845911164,0.2039660876850593,0.8303896527579194,0.7740265175230955,0.953279022337157,0.0167782062810632,0.8485309089766241,0.9330829415856524,0.4240628544458656,0.11925493355578856,0.9891025166883345,0.9367838799851689,0.9296651203193655,0.9084071763511093,0.9472268325856128,0.9171017921481135,0.9830167271686978,0.15890485693505269,1.0,0.196312959863938,0.792066805178136,0.9571987449584483,0.9796562127584295,0.6843696078922765,0.5577536438493381,0.7100150085520464,0.8939577057935388,0.9400473625632167,-0.7567933100877577,0.8907672788795636,0.4663108718559634,0.8099456882068224,0.8951530109015399,0.9466410670197196,0.9429428118131353,-0.737852432265803
AXP,0.2964801632857407,0.5060478147465087,0.4660223610320893,0.13952356932301138,0.1659309213996145,0.23476935917988037,0.3598413019038013,0.36674261305117545,-0.10180730366327226,0.5229560128284889,0.29076820340358334,0.6894709878108706,0.3869960070037111,0.516383168322396,0.32005770505812486,0.29203166319540413,0.09817939035510774,0.4050119999781424,0.23904141764285963,0.3188341227568784,0.4516297319642958,0.014818056436875428,0.08823635242980882,0.5716216945522721,0.20151140452385885,0.43482142539932483,0.2515508491139813,0.09321721393862352,0.051732373057484925,0.1610491536942587,0.24809010750400995,0.307753268835545,0.196312959863938,1.0,0.32818579989504293,0.33681545085133086,0.11302035567266125,0.7683884127141843,0.1771192058190897,0.6971227190213463,0.24489444662675824,0.39551506739731696,0.26111613365375624,0.37797723327324995,0.866925703268483,0.3992251904229815,0.3969519273810529,0.37904481959162073,0.20608828247654062,0.1556529029367163
AIG,0.8630326161689819,0.7805089665096365,0.805698582310233,0.8075137910122507,0.8243384448119598,0.7948016288768415,0.8208862571603255,0.6204479068488737,0.5720839892255213,-0.08128498387557444,0.8737760036374754,0.03795496033966169,0.7825048550274273,0.7405394055338658,0.8735745640352455,0.5451468714541672,0.902669224727132,0.567084135608512,0.8342258020701558,0.290412965370246,0.6675399792672092,0.7998611863634401,0.6376447541971788,0.4623423985344327,0.7958187810193559,0.814337523780389,0.8428560391407871,0.731188744379075,0.8515162851688937,0.7940964947080946,0.800847096414344,0.21666186934558382,0.792066805178136,0.32818579989504293,1.0,0.7772459544202805,0.7804673659277162,0.7565843489067815,0.7451884825501636,0.7224944246663668,0.8758291367393205,0.8506355949556069,-0.507714350607027,0.8431233114999022,-0.17283327561658987,0.6793893663255313,0.8616409295922439,0.8717445500229389,0.8588027882922035,-0.6030427442859774
AMT,0.9589800624835643,0.8476092150371389,0.9173231071373701,0.9259896205219351,0.935000053165914,0.9584137697246548,0.9697853693430987,0.7874759701738551,0.19361707954769677,-0.1391509288329143,0.9349142522653245,-0.11643376736081196,0.9191344378685599,0.9397483296198229,0.8319810015541342,0.1494334707393225,0.7497124920580006,0.8582544214984857,0.9535983048462878,-0.02308580485053256,0.9190424494641363,0.9297596778519489,0.3225221280383527,0.1268493054469899,0.9549024261597271,0.9589000567990178,0.9255250241019217,0.9053880036276669,0.8780610798204009,0.9234159895715474,0.9590578116967944,0.21594291790898598,0.9571987449584483,0.33681545085133086,0.7772459544202805,1.0,0.9374732465314873,0.7586716736940804,0.4881789932624223,0.7936844094805684,0.8587047923778507,0.9626712132881776,-0.6774428411242486,0.9198107381788578,0.21693882425546285,0.8849221107126539,0.900884160459291,0.957236215439013,0.9396979857226798,-0.6511740507734335
AWK,0.9391784062928845,0.7254870229786591,0.8534309688096182,0.955049040924108,0.9670632222359545,0.945534184351306,0.9369301876989525,0.7530315912685237,0.3124659221405805,-0.26199400653175114,0.9241682695424421,-0.31436676070165476,0.90575198501777,0.8589774234718064,0.8394285170995194,0.15126092886534087,0.8092140072523962,0.8018977192085399,0.9481054657205179,-0.10091819300443305,0.8464002357575539,0.9270499492536075,0.3383135982113972,0.01439106926203119,0.988016916200366,0.905828019192969,0.9388753323440222,0.9188874935222433,0.9545626049160745,0.9506604930116487,0.981289462961292,0.12882367384991011,0.9796562127584295,0.11302035567266125,0.7804673659277162,0.9374732465314873,1.0,0.6120044987334372,0.48070807931632714,0.6452160482576116,0.8558008434552645,0.9252219917257256,-0.781748261633973,0.8878853484643591,0.7634329490877567,0.8041411169698369,0.8512778322922969,0.928923638024823,0.9605571778268884,-0.7120398276406212
AMP,0.7919345147413113,0.891955171583078,0.8612615374774872,0.6486840436772602,0.6651374179333702,0.676617817769347,0.7813915949648879,0.5875043091618207,0.24501273616071573,0.1593135976598688,0.78261908291527,0.4764602110209465,0.7443662349915151,0.8216396914059232,0.7959739735479499,0.4839306383968511,0.6188588719696198,0.6312861905179823,0.725019695384457,0.36245272614907964,0.7626234617129173,0.5540390424771041,0.4653274500340792,0.603083821286572,0.6737671951663858,0.8564713569543562,0.6851896089157539,0.4611900449091105,0.5990627240510041,0.6204666687317428,0.6989009969712657,0.3593664611756212,0.6843696078922765,0.7683884127141843,0.7565843489067815,0.7586716736940804,0.6120044987334372,1.0,0.6300960417783613,0.9188583792660447,0.7604569328950535,0.8277055531011572,-0.24529924160401936,0.7930050189959276,0.7867021567763097,0.748223216931603,0.8612121715081248,0.8112848714569879,0.6942735365698233,-0.3937434390620025
ABC,0.6103038930267222,0.7325031247211529,0.616325610903493,0.5333646300403703,0.5226408894641555,0.4518631203300986,0.5018261694894284,0.12347276561145147,0.741550418073431,-0.12746627862930626,0.6620887026590679,0.29239600379158553,0.40699321910802977,0.39296071196395,0.7901851597401873,0.7259531623812857,0.7668658585565757,0.09491074057781816,0.5754424638789972,0.6304812143783008,0.3115392055278324,0.30352721701011215,0.9102528594449751,0.7038632681434774,0.5008676933302715,0.5760414792063049,0.4962867004989253,-0.06423153525223847,0.6313113197246397,0.4280484726422292,0.4808342824989917,0.17798342857463284,0.5577536438493381,0.1771192058190897,0.7451884825501636,0.4881789932624223,0.48070807931632714,0.6300960417783613,1.0,0.5428545043230651,0.8005475833069646,0.561034086856337,-0.3653500816793874,0.527445081544882,0.5039533328023862,0.39034094627224286,0.7324224731883894,0.5915729502825513,0.5432060258947041,-0.6342233229288443
AME,0.7950732650642225,0.8917066066848527,0.8687408458704776,0.7207989163049041,0.7261129489413221,0.7710546186302463,0.8398267719616377,0.6066735178185773,0.11946475521198986,0.015626640202372432,0.8192194505801462,0.34731640596266466,0.7914957476173073,0.8655970047379865,0.730106429648433,0.2963178531802451,0.6053304263432324,0.7023422582602034,0.7207748133605434,0.23558412302111376,0.8497798582241342,0.6639119451978488,0.3775525030466918,0.4718219409443587,0.6866217506134584,0.8498824693095867,0.7714896954315721,0.6503476637312221,0.6003409840534752,0.7089538156616683,0.7306462613837496,0.31443661644313636,0.7100150085520464,0.6971227190213463,0.7224944246663668,0.7936844094805684,0.6452160482576116,0.9188583792660447,0.5428545043230651,1.0,0.714247167020153,0.8323631508707892,-0.3967524093240978,0.8163160424760416,0.8497620012532775,0.8542511112851688,0.8667202263220652,0.8265623906566412,0.7379187813389692,-0.4891529849735623
AMGN,0.9092883438498071,0.8757015802924026,0.890223731405256,0.8587668946020742,0.8615982554789978,0.825694923840052,0.8489817774441997,0.5551664315402983,0.5408178924663605,-0.1711980512916706,0.9078529754801411,0.022255783854922176,0.7879282071295077,0.7698741447533893,0.9373442971818312,0.4565469066923829,0.874383519370858,0.5709026040916659,0.8880470189403649,0.32889560229594356,0.7074456650241093,0.8557640873864049,0.68281969410828,0.4003701314764376,0.8726494603582526,0.8781146630826394,0.8355010117417067,0.7052189667376151,0.8923126492536468,0.7987187830291212,0.8620888571485997,0.1922757594161065,0.8939577057935388,0.24489444662675824,0.8758291367393205,0.8587047923778507,0.8558008434552645,0.7604569328950535,0.8005475833069646,0.714247167020153,1.0,0.8785104334290056,-0.6483418875763218,0.8287201600425352,0.24543421352741682,0.7155276737465314,0.9035477573193501,0.8985293034265812,0.8736689560524123,-0.7585297746201478
APH,0.9808329506299287,0.8743520235261585,0.9420133564809243,0.9361422977594759,0.9479171877299398,0.939579794959576,0.9759382600956197,0.7996240137180809,0.2552690321257651,-0.11525727625025725,0.963573228717713,-0.031060798077928907,0.9359908643537891,0.9437540888654377,0.8792957193985779,0.2930123503529592,0.8055683491937473,0.847665904477269,0.9629087327738248,0.02236370418394543,0.9196988256837162,0.9264035112516628,0.37029391385463956,0.21236892653954453,0.9487479433839441,0.9818252009326176,0.9299520697662436,0.8924753271165256,0.8860553789545056,0.9209031094348665,0.9578792261172082,0.2769313879901632,0.9400473625632167,0.39551506739731696,0.8506355949556069,0.9626712132881776,0.9252219917257256,0.8277055531011572,0.561034086856337,0.8323631508707892,0.8785104334290056,1.0,-0.6290368868334907,0.9696759096050431,0.8295438942591847,0.8876725760576251,0.9424442664262653,0.9798798482435841,0.9599425052350237,-0.6444367974461496
APC,-0.650718047229075,-0.484616143584822,-0.5866026091207373,-0.8003658457002177,-0.787797438491612,-0.7656895954805738,-0.7035776339798651,-0.46133753115415654,-0.20863955044812799,0.6511312997115878,-0.7136312088199644,0.5301501085917913,-0.6238451476305115,-0.5645518099843622,-0.5329653559097515,0.12964916725396106,-0.6631093027792683,-0.5182696177114122,-0.6812054914911909,0.16695450730154704,-0.6228599718052645,-0.7272859493461165,-0.2832827607658762,0.18119297986940913,-0.7342859588365569,-0.6161800126869439,-0.7557380935785558,-0.7461066258182634,-0.7670331793962815,-0.7866228853214625,-0.7418398499418506,-0.007728510686490147,-0.7567933100877577,0.26111613365375624,-0.507714350607027,-0.6774428411242486,-0.781748261633973,-0.24529924160401936,-0.3653500816793874,-0.3967524093240978,-0.6483418875763218,-0.6290368868334907,1.0,-0.6122027792419428,0.8093003742578656,-0.644015255453634,-0.6151241080309445,-0.65798482488829,-0.7486274151963199,0.8780377620414347
ADI,0.9399786466031033,0.8352477679029133,0.8901536600520517,0.9196469532058013,0.928418709900094,0.9288563030292657,0.9561007995006742,0.8546828959100691,0.2126118212741535,-0.14108260595041586,0.9398747808766469,-0.057653208326053466,0.9175953217731456,0.9254632326149551,0.8084601100873371,0.27289738852867196,0.8063343876136496,0.8666822149869345,0.9446038860247081,-0.06229216295120451,0.9020103590639008,0.9204184142434024,0.30957651189002316,0.19217740062214664,0.9082647423884931,0.9519925850420659,0.9076596138211436,0.8689982620573546,0.8676590024083067,0.9206141577724084,0.9279731517091636,0.32859369891060614,0.8907672788795636,0.37797723327324995,0.8431233114999022,0.9198107381788578,0.8878853484643591,0.7930050189959276,0.527445081544882,0.8163160424760416,0.8287201600425352,0.9696759096050431,-0.6122027792419428,1.0,0.810060900478712,0.9000349126601469,0.9192051867502139,0.9490352964286023,0.9524667263062206,-0.6368686819375456
ANDV,0.7585689144940656,0.8893211610000027,0.9077052056205497,0.7809882294332016,0.8717335566352721,0.14842957241890273,0.6552171815031528,-0.46894648553084384,-0.2072439976180678,-0.570936750263548,0.7271552474558178,0.8082531411407174,0.848104728886094,0.7972142870013753,0.8261051162462728,0.8118066030728476,-0.48795304951183543,0.7083143283841697,0.7169106544980924,-0.4997990115597826,0.672461646135757,0.39699255542594253,-0.8144277838352559,0.5286276490616496,0.48047532867881937,0.6362522898236882,0.8124596969962983,0.8214003522091509,0.6175093436453974,0.6901150479814271,0.4063449749748903,0.5106228861010761,0.4663108718559634,0.866925703268483,-0.17283327561658987,0.21693882425546285,0.7634329490877567,0.7867021567763097,0.5039533328023862,0.8497620012532775,0.24543421352741682,0.8295438942591847,0.8093003742578656,0.810060900478712,1.0,0.6396196767302633,0.6355725643725134,0.032760233138024564,0.8654312683736621,0.14899631121557624
ANSS,0.8562225964253862,0.8102921491173166,0.8647554280192962,0.8820788907044129,0.8630436796482787,0.9060823170727289,0.9256396832794683,0.7718709894812474,-0.04263182811295664,-0.1988143920343419,0.8824323268680379,-0.01852557524509781,0.8908548867815901,0.9148829867102327,0.6740835027841159,0.044414917294769374,0.6142601371559763,0.8668965678910139,0.8353455735440901,-0.1746359512434108,0.9621537224083612,0.8721372606703021,0.14475406362783436,0.08348809979282562,0.8163352562385663,0.8991125223595976,0.8592723443224463,0.8902112086954501,0.7287628324100787,0.8880867099276003,0.8476337526005894,0.3799309529348918,0.8099456882068224,0.3992251904229815,0.6793893663255313,0.8849221107126539,0.8041411169698369,0.748223216931603,0.39034094627224286,0.8542511112851688,0.7155276737465314,0.8876725760576251,-0.644015255453634,0.9000349126601469,0.6396196767302633,1.0,0.8622784024881124,0.8654937175409534,0.8743212758194915,-0.6322113450662674
ANTM,0.9340193826554773,0.9286119420981696,0.9344239702440067,0.8915442832438775,0.8926358446637626,0.877102637675914,0.9265705875821891,0.6506523829647837,0.355657171613097,-0.18236159134058738,0.9726543838095894,0.10388644523116938,0.8421136791859306,0.8631100925468458,0.8993332658472634,0.41852329932517135,0.8371946373966157,0.7002178450243393,0.9066148613061098,0.1915976291420187,0.8463448250448186,0.87545036519162,0.5424044274580987,0.3781262733370464,0.8731383434401554,0.9537520391663661,0.8676340729242836,0.7789114228690946,0.8613313486225634,0.8430947430512694,0.8826724423047453,0.3088015003850242,0.8951530109015399,0.3969519273810529,0.8616409295922439,0.900884160459291,0.8512778322922969,0.8612121715081248,0.7324224731883894,0.8667202263220652,0.9035477573193501,0.9424442664262653,-0.6151241080309445,0.9192051867502139,0.6355725643725134,0.8622784024881124,1.0,0.933685568835073,0.895577701397785,-0.7265599706221432
AON,0.9854976999018078,0.8647790528097185,0.9354428652764779,0.9290208881181897,0.9393339074606594,0.942164028917539,0.9667155780721437,0.7771948478974839,0.2983726703666861,-0.08088363963511679,0.962926118012145,-0.018130264023300594,0.946889714204058,0.9410405499275805,0.8950943308289879,0.2855203039636184,0.8217776286657253,0.8243912086929787,0.9467474889730526,0.07724616437459156,0.8941549919966445,0.9518395058576359,0.43427948531508814,0.2532428862084005,0.9533807129201343,0.966638782715461,0.935467515518095,0.8954725017152987,0.8947118729493841,0.9168054676664777,0.9568546224251039,0.23652204055856593,0.9466410670197196,0.37904481959162073,0.8717445500229389,0.957236215439013,0.928923638024823,0.8112848714569879,0.5915729502825513,0.8265623906566412,0.8985293034265812,0.9798798482435841,-0.65798482488829,0.9490352964286023,0.032760233138024564,0.8654937175409534,0.933685568835073,1.0,0.961787885213671,-0.6530826095787778
AOS,0.955743967034641,0.7915157390451918,0.8855983451781339,0.975444893987071,0.9775988316751734,0.9670733433042011,0.9638331867764889,0.8003223040771724,0.29727833023593314,-0.23085420117514616,0.9573673001700245,-0.20860740206853914,0.9423260016534324,0.9007191120975404,0.8419806991014805,0.21284406138413847,0.8441624043307568,0.8279490783002881,0.9632165289731771,-0.07931631895195203,0.8830647392385528,0.9583666527159838,0.35946202332664245,0.1145524377352801,0.9580082093522033,0.9303518450672992,0.9599867215948265,0.9425569830526238,0.9394253647145613,0.9777875704296289,0.9630078274069426,0.22650257258985318,0.9429428118131353,0.20608828247654062,0.8588027882922035,0.9396979857226798,0.9605571778268884,0.6942735365698233,0.5432060258947041,0.7379187813389692,0.8736689560524123,0.9599425052350237,-0.7486274151963199,0.9524667263062206,0.8654312683736621,0.8743212758194915,0.895577701397785,0.961787885213671,1.0,-0.7145572459427882
APA,-0.6480620978015919,-0.647439889417076,-0.6569874683838735,-0.7878642167871712,-0.7584263544229214,-0.7038162805589738,-0.6778687231837455,-0.33398547692809094,-0.4133962456711427,0.6490484388859336,-0.7647409211568571,0.2984622357140432,-0.5378961314287398,-0.49984247956028,-0.6386344187216861,-0.20189357584879405,-0.7587095036654704,-0.3750454847919165,-0.7045475001021906,-0.10519263914394524,-0.5606822701534153,-0.6951979501383123,-0.5279517476162258,-0.08547198496977837,-0.6836045229980022,-0.6455676749802671,-0.6855542085520187,-0.5662796330075477,-0.7645059628827617,-0.7021418951564418,-0.6943158963843485,-0.11633323981778093,-0.737852432265803,0.1556529029367163,-0.6030427442859774,-0.6511740507734335,-0.7120398276406212,-0.3937434390620025,-0.6342233229288443,-0.4891529849735623,-0.7585297746201478,-0.6444367974461496,0.8780377620414347,-0.6368686819375456,0.14899631121557624,-0.6322113450662674,-0.7265599706221432,-0.6530826095787778,-0.7145572459427882,1.0
