Date,MMM,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AMD,AAP,AES,AET,AMG,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN,ALLE,AGN,ADS,LNT,ALL,GOOGL,GOOG,MO,AMZN,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,APC,ADI,ANDV,ANSS,ANTM,AON,AOS,APA,AAL_1d,AAL_2d,AAL_3d,AAL_4d,AAL_5d,AAL_6d,AAL_7d
2013-01-16,86.82861249059,29.503937452055002,30.077687972051,12.45,62.614546378613994,10.898303082666695,37.88,2.72,72.694152128465,9.5009360199144,43.356482414544,139.70447231052,45.9510038685,29.661022661125003,76.979378164785,39.37,22.097194916099,59.654477866676,61.44938606576199,97.39,26.0,0.0,83.61974926007599,154.98808180081002,19.139561508586,39.106822436459,358.7022795738429,0.0,26.769135012378,268.93,25.83325326731,38.013745001875,35.722643906121995,56.592822555301,33.314029131088,72.36601243872798,33.736339296857,56.921695095114,41.623898924053,37.301084555521996,75.96358143949,32.708468391481,74.060608179068,37.02584355087,0.0,72.64,56.938394746122,53.97474056735601,15.322263279679001,75.49943378113328,-0.010252904989755061,-0.012987012987030155,0.015037593984960119,0.03007518796992005,0.002734107997248739,0.02323991797675886,0.02734107997264496
2013-01-17,87.255638453659,29.576118338788,30.822436576873002,12.85,62.614546378613994,10.898303082666695,37.73,2.74,72.753607541874,9.605055866708,44.770074510773,140.81181281512,45.799644235529,30.225994521337,77.975903509341,39.75,22.125416110117,60.254623519258004,61.483354770055,97.41,26.48,0.0,83.649422698422,154.67103145129,19.211103405166,39.390205207737004,356.7612879185473,0.0,26.940627335521,270.48,25.83325326731,37.623993686066,35.788919683313,56.704850577515,33.004697965831,72.522330381735,33.799012963279,57.940526991758006,42.086181231073,37.93084312594,75.621240821048,32.502423249255,74.12792726194701,37.888137435847,0.0,73.56,57.463130154453,53.984186619258004,15.827496614324,76.11590818785784,-0.002762430939235839,0.025552486187851248,0.04074585635359473,0.01312154696131679,0.03383977900553194,0.03798342541435889,-0.00414364640882713
2013-01-18,87.842799152878,29.540027895420998,31.584111286351,12.47,62.811644678848,10.841044047206099,37.98,2.46,73.080612315625,9.665792444004301,44.523407433578996,142.07876996904,45.826354758994,30.418911741897997,78.214011335031,39.96,21.937274816664,59.497516696000005,61.695659171885005,97.42,26.64,0.0,84.549516994929,154.36388892518,19.227936792596,39.499901764361,353.3457444631048,0.0,27.169283766377,272.12,26.105008880259,37.52006000185,36.04573831993,55.8086263998,32.892213905737,72.963698691399,33.942267057958,58.383497381604,42.391287553706,38.134303587152,73.945573583412,32.377837814421,74.57992681842201,37.888137435847,0.0,73.08,57.766924338224,53.946402411651,15.947902689404,76.58391057464989,0.028393351800569587,0.04362880886427926,0.015927977839335472,0.03670360110805004,0.040858725761776814,-0.001385041551224521,-0.009695290858704967
2013-01-22,88.36768523248303,29.684389668887,30.822436576873002,12.53,63.125210156491,10.879216737513168,37.95,2.45,73.407617089377,9.813295560295199,45.861101967594,142.75714072861,46.868065174148995,30.756516877878,78.840146728512,39.93,22.191265562826,59.395953585563,62.060822743034,97.4,27.42,0.0,84.331911780389,155.63209032328,19.375228932614,40.404898356509,352.52320536370314,0.0,27.071288153153,270.19,26.401469548929995,38.585380265061005,36.468246399524006,55.453870996121,33.660854983044,72.871746960219,34.264588770985,58.941640072809,42.178637692477004,38.589667476531,75.03565818423999,32.492839754268,76.445627115363,37.96732769059,0.0,72.71,58.733542195676,54.758762875213,16.06594786105,77.29527420257381,0.014814814814812411,-0.012121212121226795,0.008080808080809148,0.012121212121200646,-0.02895622895622225,-0.037037037037031394,-0.03838383838383728
2013-01-23,88.510027220172,29.603186171313,31.990337798073,12.66,63.832972234601,10.793328184322274,38.25,2.73,74.071535872447,9.7265290213005,46.11725624006501,142.83694905327,47.304337057419005,30.522260252912,77.99354112605799,40.06,21.941978349,59.709875926913995,61.789073108691,92.96,27.09,0.0,84.796795647815,155.91941720254,19.291061995461,40.066667306919,371.89801354046386,0.0,26.956959937725,268.11,26.228534158871998,39.157015528247,36.534522176715996,55.015094575782,34.176406925140014,72.614282112915,34.327262437407,58.85304599484,42.696393876339,38.463715762448004,74.837460984089,32.420963541862996,75.77243628657,38.143306034463,0.0,72.62,59.68174828441499,54.60762604478301,15.92901546194,76.80855172031009,-0.026542800265440158,-0.0066357000663535975,-0.002654280026551746,-0.04313205043131163,-0.0510948905109411,-0.05242203052421697,-0.0630391506303982
2013-01-24,88.670161956323,29.594163560471,31.70259401893701,13.07,63.913603357424,10.831500874629336,38.1,2.79,74.329175997221,9.6224091745069,47.17033491578,144.13383432893,47.731705432867,30.770296679346,77.808346150522,40.55,21.819686508255,57.346225356744,61.975900982301,94.55,27.82,0.0,85.489175875897,156.0779423773,19.312103729749,39.828991434233,378.082103232917,0.0,27.283611981805,273.62,26.327354381762,38.11767868609,36.609082426056,55.360514310943,34.307638328583,73.22116353870301,34.551096960342996,59.251719345699996,42.271094153881,39.820118837194,74.432057620145,32.464089269306,76.955328742877,38.204898454819,0.0,72.74,60.473454339090004,54.985468120858,16.353978079867,77.9130373531393,0.020449897750527486,0.0245398773006171,-0.01704158145873798,-0.025221540558943684,-0.026584867075649044,-0.03749147920926547,-0.04635310156782385
2013-01-25,89.48862838553802,29.585140949629,31.821076751522003,13.19,64.69303754471,10.869673564936399,38.32,2.85,74.566997650858,9.6224091745069,47.20828369688699,144.58275615512,47.61595983118399,31.204360425607,77.92299065918701,41.15,21.923164219655,57.641681678015004,62.281619320937004,94.68,28.59,0.0,83.352688314958,156.59314919528,19.27422860803,40.139798344668,378.00185551590215,0.0,27.316277186213004,283.99,26.492054753247,38.897181317708004,36.832763174077,55.5472276813,34.401375045328,73.469433212889,33.485644631169,59.694689735546,41.633144570194,39.791053057020996,75.152774711601,32.440130531838,77.897795903188,38.539257308177,0.0,73.52,60.915336788211,54.428151058647,16.523963127037,78.76480169710084,0.004008016032051683,-0.036740146960582205,-0.04475617902471151,-0.04609218436873739,-0.056780227120918444,-0.06546426185706068,-0.05878423513695707
2013-01-28,89.54200663092102,29.774615777302998,31.220200036267,13.6,64.594488394593,10.879216737513168,38.24,2.82,75.250734905066,9.414169480919801,46.838283081095,144.72242072327,47.179687947914,31.12857151753,77.614332366626,40.69,22.139526707126002,58.315691410915,62.154236679839,94.5,28.58,0.0,83.342797168843,155.79061549805002,19.240561833169,39.792425915359004,376.5273037157552,0.0,27.520434713763,276.04,26.343824418910998,39.053081844031,36.857616590523,55.145793935031996,34.963795345796,72.531525554853,33.834826486949,59.171984675528,41.707109739317005,39.713544309892,77.107719822177,32.25804412708,76.368691020643,38.741632403631,0.0,73.94,60.814072060288,54.286460280119,16.578263905994,78.37167969219551,-0.04058549567529853,-0.04856952761142742,-0.04990019960078654,-0.06054557551563367,-0.06919494344644211,-0.06254158349967216,-0.03127079174983618
2013-01-29,90.57398604167,30.072361935076,31.575648234024,13.8,64.236127848715,10.898303082666695,38.52,2.74,73.893169632219,9.284019672427801,47.160847720503,146.1489945265,47.500214229499996,30.756516877878,78.38156869385,40.18,21.805575911246,58.343390441034,62.392017609889,95.0,28.77,0.0,84.905598255085,154.54222974678999,19.413104054333,40.0575259272,378.0068709982156,0.0,27.520434713763,260.35,26.697930217602,37.468093159743,37.296693614416,55.500549338711004,35.451226272869,72.29245105378399,34.488423293920995,59.70354914334301,42.104672523354004,40.004202111624,78.00861618649701,32.478464511787,77.47464738223199,38.847219409955,0.0,74.12,60.712807332363994,54.428151058647,16.670339139878,79.91608756860924,-0.008321775312067615,-0.009708737864083373,-0.0208044382801825,-0.029819694868257994,-0.022884882108205946,0.009708737864056632,0.047850208044382433
2013-01-30,89.67545224438,29.973113215818,31.254052245578,13.44,64.80950472212,10.793328184322274,37.94,2.65,72.862609133125,9.474906058216,46.439820879473,144.25354681591003,46.707802033355996,30.591159260254997,77.596694749908,40.4,21.664469941156,57.697079738254004,62.171221031985,95.35,29.27,0.0,84.94516283954701,152.03555042086,19.408852388968,40.414039736228,378.082103232917,0.0,27.520434713763,272.764,26.706165236176,37.156292107096,37.371253863755996,55.388521316496,35.310621197752,70.756857143077,34.434703008416,59.23400053010701,42.141655107915,39.645724156155,76.918531585669,32.483256259281,77.166903003355,38.864817244342,0.0,73.73,60.197277808388996,54.67138689512,16.419372523087002,78.96136269955348,-0.0013986013986061008,-0.012587412587427751,-0.021678321678340252,-0.014685314685336712,0.018181818181798037,0.05664335664335738,0.03146853146852884
2013-01-31,89.453042888615,30.568605531364998,31.050938989717,13.95,64.406349108007,10.879216737513168,37.83,2.6,72.852699897556,9.440071844766699,45.756742819551,143.58515209691998,47.24201250266599,30.852975488158002,77.10284148181,40.71,21.697394667511002,56.607584553566,61.568276530787,93.99,31.36,0.0,85.449611291435,156.14729714126003,19.489634030894,40.130656964949004,379.014982943214,0.0,27.504102111559,265.5,26.71440025475,37.104325264988,37.520374362437,54.903066553567,35.460599944544,70.021243293636,34.273542151903,58.755592509074,41.947496538967,39.713544309892,76.990603294815,32.377837814421,76.955328742877,38.398474633079,0.0,73.6,59.672542400058,54.69033054962301,16.402799255941,78.39975983540303,-0.011204481792727617,-0.020308123249313706,-0.013305322128868952,0.01960784313723953,0.05812324929972561,0.03291316526610867,0.012605042016794967
2013-02-01,90.351576685905,30.559582920523,31.465628553766,13.97,66.117520714576,11.117796051932316,38.34,2.6,72.991429195511,9.6229514653757,45.993922701468,144.2635228565,47.24201250266599,31.204360425607,78.24928656846599,41.81,21.904350090309,57.013836995313994,61.907963573716,97.87,31.9,0.0,86.923392062638,155.30513215033997,19.655448980110002,40.989946658504,389.00080822924315,0.0,27.928749768863,265.0,26.912040700531996,36.688590528125,37.478952001692,55.929990090531994,36.426088127015,70.481001949537,34.389936103829,59.490923356217,43.019991491253,40.178596792663,77.747356240844,32.809095088846995,78.070902116306,39.304763104025,0.0,74.42,60.132836617893,53.165366362147,16.561429098629,79.89736747313756,-0.009206798866859118,-0.002124645892358257,0.03116147308781413,0.07011331444760925,0.04461756373939015,0.024079320113313464,0.010623229461764945
